gene	locus_tag	start	end	strand	product
narK	b1223	1277956	1279348	1	nitrate:nitrite antiporter NarK
narG	b1224	1279863	1283607	1	nitrate reductase A subunit alpha
narH	b1225	1283603	1285142	1	nitrate reductase A subunit beta
narJ	b1226	1285138	1285849	1	nitrate reductase 1 molybdenum cofactor assembly chaperone
narI	b1227	1285848	1286526	1	nitrate reductase A subunit gamma
ychS	b1228	1286708	1286984	1	putative uncharacterized protein YchS
tpr	b1229	1287086	1287176	-1	protamine-like protein
purU	b1232	1287781	1288624	-1	formyltetrahydrofolate deformylase
ychJ	b1233	1288673	1289132	-1	NTF2-like domain-containing protein YchJ
rssA	b1234	1289244	1290150	1	putative patatin-like phospholipase RssA
rssB	b1235	1290241	1291255	1	regulator of RpoS
galU	b1236	1291456	1292365	1	UTP--glucose-1-phosphate uridylyltransferase
hns	b1237	1292508	1292922	-1	DNA-binding transcriptional dual regulator H-NS
tdk	b1238	1293526	1294144	1	thymidine/deoxyuridine kinase
adhE	b1241	1295445	1298121	-1	fused acetaldehyde-CoA dehydrogenase and Fe-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE
ychT	b4771	1298513	1298567	1	protein YchT
ychE	b1242	1298597	1299245	1	MarC family putative inner membrane protein YchE
insH21	b4711	1299566	1300547	1	IS5 transposase and trans-activator
oppA	b1243	1301181	1302813	1	oligopeptide ABC transporter periplasmic binding protein
oppB	b1244	1302898	1303819	1	murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB
oppC	b1245	1303833	1304742	1	murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC
oppD	b1246	1304753	1305767	1	murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD
oppF	b1247	1305763	1306768	1	murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF
yciU	b1248	1306820	1307150	-1	DUF440 domain-containing protein YciU
clsA	b1249	1307184	1308645	-1	cardiolipin synthase A
yciY	b4595	1308787	1308961	1	uncharacterized protein YciY
kch	b1250	1309015	1310269	-1	K(+) channel Kch
yciI	b1251	1310568	1310865	-1	protein YciI
tonB	b1252	1311088	1311808	1	Ton complex subunit TonB
yciA	b1253	1311847	1312246	-1	acyl-CoA thioesterase YciA
yciB	b1254	1312350	1312890	-1	inner membrane protein YciB
yciC	b1255	1312919	1313663	-1	putative inner membrane protein
ompW	b1256	1314019	1314658	1	outer membrane protein W
yciE	b1257	1314717	1315224	-1	DUF892 domain-containing protein YciE
yciF	b1258	1315269	1315770	-1	DUF892 domain-containing protein YciF
yciG	b1259	1315855	1316035	-1	stress-induced bacterial acidophilic repeat motifs-containing protein YciG
trpA	b1260	1316415	1317222	-1	tryptophan synthase subunit alpha
trpB	b1261	1317221	1318415	-1	tryptophan synthase subunit beta
trpC	b1262	1318426	1319788	-1	fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
trpD	b1263	1319788	1321384	-1	anthranilate synthase subunit TrpD
trpE	b1264	1321383	1322946	-1	anthranilate synthase subunit TrpE
trpL	b1265	1323037	1323082	-1	trp operon leader peptide
rnm	b1266	1323219	1324101	1	RNase AM
yciO	b1267	1324097	1324718	1	putative RNA-binding protein YciO
yciQ	b1268	1324745	1326641	1	DUF2207 domain-containing protein YciQ
rluB	b1269	1326851	1327727	1	23S rRNA pseudouridine(2605) synthase
btuR	b1270	1327766	1328357	-1	cobinamide/cobalamin adenosyltransferase
yciK	b1271	1328353	1329112	-1	putative oxidoreductase
sohB	b1272	1329331	1330381	1	S49 peptidase family protein
yciN	b1273	1330416	1330668	-1	protein YciN
topA	b1274	1331047	1333645	1	DNA topoisomerase I
cysB	b1275	1333854	1334829	1	DNA-binding transcriptional dual regulator CysB
ymiA	b4522	1335147	1335288	1	uncharacterized protein YmiA
yciX	b4523	1335290	1335458	1	uncharacterized protein YciX
ymiC	b4741	1335571	1335667	1	protein YmiC
acnA	b1276	1335830	1338506	1	aconitate hydratase 1
ribA	b1277	1338569	1339160	-1	GTP cyclohydrolase 2
pgpB	b1278	1339329	1340094	1	phosphatidylglycerophosphatase B
lapA	b1279	1340242	1340551	1	lipopolysaccharide assembly protein A
lapB	b1280	1340557	1341727	1	lipopolysaccharide assembly protein B
pyrF	b1281	1341920	1342658	1	orotidine-5'-phosphate decarboxylase
yciH	b1282	1342657	1342984	1	putative translation factor
osmB	b1283	1343109	1343328	-1	osmotically-inducible lipoprotein OsmB
yciT	b1284	1343596	1344346	-1	DNA-binding transcriptional dual regulator YciT
yciZ	b4596	1344435	1344609	-1	UPF0509 family protein YciZ
ymiD	b4772	1344646	1344775	1	protein YmiD
pdeR	b1285	1344756	1346742	-1	cyclic di-GMP phosphodiesterase PdeR
ymiB	b4672	1346795	1346900	1	putative protein YmiB
rnb	b1286	1346977	1348912	-1	RNase II
yciW	b1287	1348979	1350107	-1	putative peroxidase YciW
fabI	b1288	1350250	1351039	-1	enoyl-[acyl-carrier-protein] reductase
ycjD	b1289	1351406	1351760	-1	DUF559 domain-containing protein YcjD
sapF	b1290	1351827	1352634	-1	putrescine ABC exporter ATP binding protein SapF
sapD	b1291	1352635	1353628	-1	putrescine ABC exporter ATP binding protein SapD
sapC	b1292	1353627	1354518	-1	putrescine ABC exporter membrane protein SapC
sapB	b1293	1354504	1355470	-1	putrescine ABC exporter membrane subunit SapB
sapA	b1294	1355466	1357110	-1	putative periplasmic binding protein SapA
ymjA	b1295	1357422	1357668	-1	DUF2543 domain-containing protein YmjA
puuP	b1296	1357801	1359187	-1	putrescine:H(+) symporter PuuP
ymjE	b4742	1359176	1359341	-1	protein YmjE
puuA	b1297	1359489	1360908	-1	glutamate-putrescine ligase
puuD	b1298	1361119	1361884	1	gamma-glutamyl-gamma-aminobutyrate hydrolase
puuR	b1299	1361910	1362468	1	DNA-binding transcriptional repressor PuuR
puuC	b1300	1362742	1364230	1	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase
puuB	b1301	1364231	1365512	1	gamma-glutamylputrescine oxidase
puuE	b1302	1365549	1366815	1	4-aminobutyrate aminotransferase PuuE
pspF	b1303	1366934	1367912	-1	DNA-binding transcriptional dual regulator PspF
pspA	b1304	1368078	1368747	1	phage shock protein A
pspB	b1305	1368800	1369025	1	phage shock protein B
pspC	b1306	1369024	1369384	1	phage shock protein C
pspD	b1307	1369392	1369614	1	phage shock protein D
pspE	b1308	1369688	1370003	1	thiosulfate sulfurtransferase PspE
ycjM	b1309	1370215	1371895	1	glucosylglycerate phosphorylase
ycjN	b1310	1371908	1373201	1	putative ABC transporter periplasmic binding protein YcjN
ycjO	b1311	1373221	1374103	1	putative ABC transporter membrane subunit YcjO
ycjP	b1312	1374089	1374932	1	putative ABC transporter membrane subunit YcjP
ycjQ	b1313	1374962	1376015	1	D-guloside 3-dehydrogenase
ycjR	b1314	1376033	1376822	1	3-dehydro-D-guloside 4-epimerase
ycjS	b1315	1376831	1377887	1	D-glucoside 3-dehydrogenase
ycjT	b1316	1377883	1380151	1	kojibiose phosphorylase
ycjU	b1317	1380147	1380807	1	beta-phosphoglucomutase
ompG	b1319	1381946	1382852	1	outer membrane porin G
ycjW	b1320	1382962	1383961	-1	DNA-binding transcriptional repressor YcjW
ycjX	b1321	1384116	1385514	1	DUF463 domain-containing protein YcjX
ycjF	b1322	1385510	1386572	1	DUF697 domain-containing inner membrane protein YcjF
tyrR	b1323	1386719	1388261	1	DNA-binding transcriptional dual regulator TyrR
tpx	b1324	1388304	1388811	-1	lipid hydroperoxide peroxidase
ycjG	b1325	1388929	1389895	1	L-Ala-D/L-Glu epimerase
mpaA	b1326	1389869	1390598	-1	murein tripeptide amidase A
ymjC	b4525	1390679	1390862	-1	putative uncharacterized protein YmjC
ymjD	b4673	1390867	1390933	-1	uncharacterized protein YmjD
ycjY	b1327	1390932	1391853	-1	putative hydrolase YcjY
pgrR	b1328	1391990	1392890	1	DNA-binding transcriptional repressor PgrR
mppA	b1329	1393226	1394840	1	murein tripeptide ABC transporter periplasmic binding protein
ynaI	b1330	1394890	1395922	-1	small conductance mechanosensitive channel YnaI
insH4	b1331	1396111	1397092	1	IS5 transposase and trans-activator
ynaJ	b1332	1397364	1397622	1	DUF2534 domain-containing protein YnaJ
uspE	b1333	1397671	1398622	-1	universal stress protein E
fnr	b1334	1398773	1399526	-1	DNA-binding transcriptional dual regulator FNR
ogt	b1335	1399720	1400236	-1	methylated-DNA--[protein]-cysteine S-methyltransferase
abgT	b1336	1400246	1401773	-1	p-aminobenzoyl glutamate:H(+) symporter
abgB	b1337	1401809	1403255	-1	p-aminobenzoyl-glutamate hydrolase subunit B
abgA	b1338	1403254	1404565	-1	p-aminobenzoyl-glutamate hydrolase subunit A
abgR	b1339	1404740	1405649	1	putative LysR-type DNA-binding transcriptional regulator AbgR
smrA	b1340	1405978	1406542	1	DNA endonuclease SmrA
dgcM	b1341	1406562	1407795	-1	diguanylate cyclase DgcM
ynaN	b4773	1407988	1408036	1	protein YnaN
zntB	b1342	1408049	1409033	1	Zn(2(+)):H(+) symporter
ynaL	b4743	1409307	1409481	1	protein YnaL
dbpA	b1343	1409510	1410884	1	ATP-dependent RNA helicase DbpA
ttcA	b1344	1411012	1411948	-1	tRNA cytosine(32) 2-sulfurtransferase TtcA
intR	b1345	1411999	1413235	-1	putative integrase
xisR	b1346	1413236	1413452	-1	excisionase
rcbA	b1347	1413530	1413740	-1	double-strand break reduction protein
ralR	b1348	1413732	1413927	-1	endodeoxyribonuclease toxin RalR
recT	b1349	1413983	1414793	-1	recombinase RecT
recE	b1350	1414785	1417386	-1	exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific
racC	b1351	1417487	1417763	-1	protein RacC
ydaE	b4526	1417837	1418008	-1	zinc-binding protein
kilR	b1352	1418007	1418229	-1	inhibitor of FtsZ
sieB	b1353	1418670	1419159	1	phage superinfection exclusion protein
ydaF	b4527	1419155	1419311	-1	DUF1391 domain-containing protein YdaF
ydaG	b1355	1419321	1419456	-1	uncharacterized protein YdaG
racR	b1356	1419764	1420241	-1	DNA-binding transcriptional regulator RacR
ydaS	b1357	1420364	1420661	1	putative DNA-binding transcriptional regulator YdaS
ydaT	b1358	1420683	1421106	1	DNA binding transcriptional activator YdaT
ydaU	b1359	1421118	1421976	1	DUF1376 domain-containing protein YdaU
ydaV	b1360	1421982	1422729	1	putative ATP-binding protein YdaV
ydaW	b1361	1422751	1423312	1	putative uncharacterized protein YdaW
rzoR	b4528	1423399	1423585	1	putative prophage outer membrane lipoprotein RzoR
trkG	b1363	1423781	1425239	1	Na(+)-dependent K(+) transporter TrkG
ynaK	b1365	1425376	1425640	1	ParB-like nuclease domain-containing protein YnaK
ydaY	b1366	1425620	1425980	1	putative uncharacterized protein YdaY
ynaA	b1368	1426453	1427482	1	putative prophage tail length tape measure domain-containing protein YnaA
lomR	b4570	1427388	1428984	1	Rac prophage; protein LomR_1
insH5	b1370	1427745	1428726	-1	IS5 transposase and trans-activator
stfR	b1372	1429048	1432411	1	putative prophage side tail fiber protein StfR
tfaR	b1373	1432410	1432986	1	putative tail fiber assembly protein TfaR
pinR	b1374	1433083	1433674	-1	putative site-specific recombinase
ynaE	b1375	1433990	1434224	-1	uncharacterized protein YnaE
ynaM	b4744	1434292	1434406	-1	protein YnaM
uspF	b1376	1435184	1435619	-1	universal stress protein F
ompN	b1377	1435759	1436893	-1	outer membrane porin N
ydbK	b1378	1437259	1440784	-1	putative pyruvate-flavodoxin oxidoreductase
ydbJ	b4529	1441057	1441324	1	DUF333 domain-containing protein YdbJ
hslJ	b1379	1441320	1441743	-1	lipoprotein implicated in Novobiocin resistance
ldhA	b1380	1441853	1442843	-1	D-lactate dehydrogenase
ydbH	b1381	1443050	1445690	1	putative intermembrane phospholipid transport protein YdbH
ynbE	b1382	1445686	1445872	1	putative intermembrane phospholipid transport lipoprotein YnbE
ydbL	b1383	1445879	1446206	1	DUF1318 domain-containing protein YdbL
feaR	b1384	1446377	1447283	-1	DNA-binding transcriptional activator FeaR
feaB	b1385	1447518	1449018	1	phenylacetaldehyde dehydrogenase
tynA	b1386	1449075	1451349	-1	copper-containing amine oxidase
paaZ	b1387	1451596	1453642	-1	fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase
paaA	b1388	1453926	1454856	1	phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit
paaB	b1389	1454867	1455155	1	phenylacetyl-CoA 1,2-epoxidase subunit B
paaC	b1390	1455163	1455910	1	phenylacetyl-CoA 1,2-epoxidase, structural subunit
paaD	b1391	1455924	1456422	1	phenylacetate degradation protein
paaE	b1392	1456429	1457500	1	phenylacetyl-CoA 1,2-epoxidase, reductase subunit
paaF	b1393	1457496	1458264	1	putative 2,3-dehydroadipyl-CoA hydratase
paaG	b1394	1458263	1459052	1	putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)
paaH	b1395	1459053	1460481	1	3-hydroxyadipyl-CoA dehydrogenase
paaI	b1396	1460470	1460893	1	phenylacetyl-CoA thioesterase
paaJ	b1397	1460892	1462098	1	beta-ketoadipyl-CoA thiolase
paaK	b1398	1462124	1463438	1	phenylacetate-CoA ligase
paaX	b1399	1463538	1464489	1	DNA-binding transcriptional repressor PaaX
paaY	b1400	1464470	1465061	1	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase
ynbG	b4674	1465164	1465230	-1	uncharacterized protein YnbG
ydbA	b4492	1465391	1474013	1	putative outer membrane protein, N-terminal fragment
insD2	b1402	1467920	1468826	-1	IS2 insertion element protein InsB
insC2	b1403	1468783	1469149	-1	IS2 insertion element repressor InsA
insI2	b1404	1469357	1470509	1	IS30 transposase
pdxI	b1406	1474220	1475081	1	pyridoxal reductase
ydbD	b1407	1475143	1477450	1	DUF2773 domain-containing protein YdbD
ynbA	b1408	1477620	1478226	1	CDP-alcohol phosphatidyltransferase domain-containing protein YnbA
ynbB	b1409	1478225	1479122	1	putative CDP-diglyceride synthase
ynbC	b1410	1479137	1480895	1	hydrolase/methyltransferase domain-containing protein YnbC
ynbD	b1411	1480908	1482201	1	phosphatase domain-containing protein YnbD
azoR	b1412	1482254	1482860	-1	FMN dependent NADH:quinone oxidoreductase
hrpA	b1413	1483060	1486963	1	ATP-dependent 3'->5' RNA helicase HrpA
ydcF	b1414	1487234	1488035	1	DUF218 domain-containing protein YdcF
aldA	b1415	1488231	1489671	1	aldehyde dehydrogenase A
cybB	b1418	1490901	1491432	1	superoxide oxidase
ydcA	b1419	1491676	1491850	1	protein YdcA
yncP	b4774	1491875	1491944	1	protein YncP
hokB	b4428	1491921	1492071	-1	toxin HokB
mokB	b1420	1491961	1492129	-1	putative regulatory protein MokB
trg	b1421	1492469	1494110	1	methyl-accepting chemotaxis protein Trg
ydcI	b1422	1494147	1495071	-1	DNA-binding transcriptional dual regulator YdcI
ydcJ	b1423	1495287	1496631	1	DUF1338 domain-containing protein YdcJ
opgD	b1424	1496855	1498511	1	glucans biosynthesis protein D
ydcH	b1426	1498650	1498875	1	DUF465 domain-containing protein YdcH
rimL	b1427	1498937	1499477	1	ribosomal-protein-L12-serine N-acetyltransferase
ydcK	b1428	1499468	1500449	-1	putative acyltransferase YdcK
tehA	b1429	1500572	1501565	1	tellurite resistance protein
tehB	b1430	1501561	1502155	1	tellurite methyltransferase
ydcL	b1431	1502456	1503125	1	DUF3313 domain-containing lipoprotein YdcL
insQ	b1432	1503656	1504865	1	putative RNA-guided DNA endonuclease InsQ
ydcO	b1433	1504904	1506080	-1	putative transport protein YdcO
sutR	b1434	1506171	1506708	1	DNA-binding transcriptional dual regulator SutR
rlhA	b1435	1506780	1508742	1	23S rRNA 5-hydroxycytidine C2501 synthase
yncJ	b1436	1508833	1509064	-1	DUF2554 domain-containing protein YncJ
hicA	b4532	1509285	1509462	1	mRNA interferase toxin HicA
hicB	b1438	1509507	1509924	1	antitoxin of the HicA-HicB toxin-antitoxin system/ DNA-binding transcriptional repressor HicB
ydcR	b1439	1510002	1511409	1	fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR
ydcS	b1440	1511653	1512799	1	putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase
ydcT	b1441	1512816	1513830	1	putative ABC transporter ATP-binding protein YdcT
ydcU	b1442	1513830	1514772	1	putative ABC transporter membrane subunit YdcU
ydcV	b1443	1514761	1515556	1	putative ABC transporter membrane subunit YdcV
patD	b1444	1515577	1517002	1	gamma-aminobutyraldehyde dehydrogenase
yncL	b4598	1517098	1517194	-1	uncharacterized protein YncL
ortT	b1445	1517388	1517562	1	orphan toxin OrtT
ydcY	b1446	1517647	1517881	1	DUF2526 domain-containing protein YdcY
ydcZ	b1447	1517881	1518331	-1	putative transport protein YdcZ
mnaT	b1448	1518327	1518846	-1	L-amino acid N-acyltransferase
curA	b1449	1519026	1520064	1	NADPH-dependent curcumin/dihydrocurcumin reductase
mcbR	b1450	1520261	1520927	1	DNA-binding transcriptional dual regulator McbR
pqqU	b1451	1520962	1523065	-1	pyrroloquinoline quinone outer membrane transporter
yncE	b1452	1523306	1524368	1	PQQ-like domain-containing protein YncE
ansP	b1453	1524480	1525980	-1	L-asparagine transporter
yncG	b1454	1526246	1526864	1	putative glutathione S-transferase YncG
yncH	b1455	1526939	1527152	1	DUF5445 domain-containing protein YncH
ydcD	b1457	1529921	1530404	1	uncharacterized protein YdcD
yncO	b4745	1530318	1530504	-1	protein YncO
ydcC	b1460	1531815	1532952	1	H repeat-associated putative transposase YdcC
pptA	b1461	1533051	1533285	1	tautomerase PptA
yddH	b1462	1533281	1533851	-1	flavin reductase-like protein YddH
nhoA	b1463	1534023	1534869	1	arylamine N-acetyltransferase
yddE	b1464	1534964	1535858	-1	PF02567 family protein YddE
narV	b1465	1535936	1536617	-1	nitrate reductase Z subunit gamma
narW	b1466	1536613	1537309	-1	NarW, putative private chaperone for NarZ nitrate reductase subunit
narY	b1467	1537308	1538853	-1	nitrate reductase Z subunit beta
narZ	b1468	1538849	1542590	-1	nitrate reductase Z subunit alpha
narU	b1469	1542671	1544060	-1	nitrate/nitrite transporter NarU
yddK	b1471	1544757	1545714	-1	leucine-rich repeat domain-containing protein YddK
yddL	b1472	1545737	1546028	-1	putative uncharacterized protein YddL
yddG	b1473	1546287	1547169	-1	amino acid exporter YddG
fdnG	b1474	1547400	1550448	1	formate dehydrogenase N subunit alpha
fdnH	b1475	1550460	1551345	1	formate dehydrogenase N subunit beta
fdnI	b1476	1551337	1551991	1	formate dehydrogenase N subunit gamma
yddM	b1477	1552397	1552682	-1	DNA-binding transcriptional regulator YddM
adhP	b1478	1552827	1553838	-1	ethanol dehydrogenase/alcohol dehydrogenase
maeA	b1479	1553971	1555669	-1	malate dehydrogenase (oxaloacetate-decarboxylating)
sra	b1480	1555825	1555963	-1	ribosome-associated protein Sra
bdm	b1481	1556064	1556280	-1	biofilm-dependent modulation protein
osmC	b1482	1556624	1557056	1	osmotically inducible peroxiredoxin OsmC
ddpF	b1483	1557111	1558038	-1	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF
ddpD	b1484	1558030	1559017	-1	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD
ddpC	b1485	1559013	1559910	-1	putative D,D-dipeptide ABC transporter membrane subunit DdpC
ddpB	b1486	1559906	1560929	-1	putative D,D-dipeptide ABC transporter membrane subunit DdpB
ddpA	b1487	1560930	1562481	-1	putative D,D-dipeptide ABC transporter periplasmic binding protein
ddpX	b1488	1562494	1563076	-1	D-alanyl-D-alanine dipeptidase
dosP	b1489	1563333	1565733	-1	oxygen-sensing c-di-GMP phosphodiesterase DosP
dosC	b1490	1565757	1567140	-1	diguanylate cyclase DosC
yddY	b4746	1567177	1567219	-1	protein YddY
digH	b1491	1567503	1568823	-1	divisome localized glycosyl hydrolase
gadC	b1492	1568953	1570489	-1	L-glutamate:4-aminobutyrate antiporter
gadB	b1493	1570644	1572045	-1	glutamate decarboxylase B
pqqL	b1494	1572406	1575202	-1	periplasmic metalloprotease
yddB	b1495	1575246	1577619	-1	putative TonB-dependent receptor YddB
yddA	b1496	1577656	1579342	-1	ABC transporter family protein YddA
